title,post_number,date,writer_id,writer_nickname,post_content,commenter_ids,commenter_nicknames,comments,comment_dates
월급이 270 정도면요 최대 얼마 저축하시겠어요?,5381474,2025.02.28. 09:25,pjOntkVCPfDXSfFr7IsT3g,네티90,"한달에 교통비 6만원보험(암,실비) 14만원이고 나머지는 제 용돈이에요200넣은거 만기돼서 정기예금 넣었고지금은 170 넣는중이고 이제 4월에 만기에요
한달에 교통비 6만원보험(암,실비) 14만원이고 나머지는 제 용돈이에요200넣은거 만기돼서 정기예금 넣었고지금은 170 넣는중이고 이제 4월에 만기에요
한달에 교통비 6만원보험(암,실비) 14만원이고 나머지는 제 용돈이에요200넣은거 만기돼서 정기예금 넣었고지금은 170 넣는중이고 이제 4월에 만기에요
한달에 교통비 6만원보험(암,실비) 14만원이고 나머지는 제 용돈이에요200넣은거 만기돼서 정기예금 넣었고지금은 170 넣는중이고 이제 4월에 만기에요
한달에 교통비 6만원
한달에 교통비 6만원
보험(암,실비) 14만원
보험(암,실비) 14만원
이고 나머지는 제 용돈이에요
이고 나머지는 제 용돈이에요


200넣은거 만기돼서 정기예금 넣었고
200넣은거 만기돼서 정기예금 넣었고
지금은 170 넣는중이고 이제 4월에 만기에요
지금은 170 넣는중이고 이제 4월에 만기에요","['fAsXvyHNl2hraQJ2fr6o-A', 'b4oDVVZD-Jps6DdmDmBCvA']","['룰루레먼', '네티90']","['저 작년에 270정도 일때 180을 고정으로 적금 넣고 추가로 돈 남으면 10~20정도 넣었어요', '교통비 혹시 k패스 사용하고 계신가요? 나이에따라 최대 30% 까지 할인입니다 안쓰시고 계시면 확인해보시고 , 월급 270이면 200정도는 저축요~']","['2025.02.28. 09:35', '2025.02.28. 09:46']"
청년도약질문요!,5381463,2025.02.28. 09:21,pjOntkVCPfDXSfFr7IsT3g,001123,"오늘이 2월 청년도약 결과 발표 마지막날인데 은행에서 연락 안오더라도 신청할수있는거죠?
오늘이 2월 청년도약 결과 발표 마지막날인데 은행에서 연락 안오더라도 신청할수있는거죠?
오늘이 2월 청년도약 결과 발표 마지막날인데 은행에서 연락 안오더라도 신청할수있는거죠?
오늘이 2월 청년도약 결과 발표 마지막날인데 은행에서 연락 안오더라도 신청할수있는거죠?
오늘이 2월 청년도약 결과 발표 마지막날인데 은행에서 연락 안오더라도 신청할수있는거죠?
오늘이 2월 청년도약 결과 발표 마지막날인데 은행에서 연락 안오더라도 신청할수있는거죠?",[],[],[],[]
새마을금고 지점별 예금자 보호 관련 질문,5381433,2025.02.28. 09:06,VGATJS49LoawDwK9ZBNKiw,핑키핑구,"안녕하세요, 표제 관련해서 문의드립니다.하기와 같이 체크된 지점 3곳에 5,000 만원씩 예금예치를 하면총합 15,000 만원이 예금자보호 되는 것이 맞을까요?그리고 MG더뱅킹정기예금은 해당 지점 계좌가 있어야 가입가능한가요?
안녕하세요, 표제 관련해서 문의드립니다.하기와 같이 체크된 지점 3곳에 5,000 만원씩 예금예치를 하면총합 15,000 만원이 예금자보호 되는 것이 맞을까요?그리고 MG더뱅킹정기예금은 해당 지점 계좌가 있어야 가입가능한가요?
안녕하세요, 표제 관련해서 문의드립니다.하기와 같이 체크된 지점 3곳에 5,000 만원씩 예금예치를 하면총합 15,000 만원이 예금자보호 되는 것이 맞을까요?그리고 MG더뱅킹정기예금은 해당 지점 계좌가 있어야 가입가능한가요?
안녕하세요, 표제 관련해서 문의드립니다.하기와 같이 체크된 지점 3곳에 5,000 만원씩 예금예치를 하면총합 15,000 만원이 예금자보호 되는 것이 맞을까요?그리고 MG더뱅킹정기예금은 해당 지점 계좌가 있어야 가입가능한가요?
안녕하세요, 표제 관련해서 문의드립니다.
안녕하세요, 표제 관련해서 문의드립니다.


하기와 같이 체크된 지점 3곳에 5,000 만원씩 예금예치를 하면
하기와 같이 체크된 지점 3곳에 5,000 만원씩 예금예치를 하면


총합 15,000 만원이 예금자보호 되는 것이 맞을까요?
총합 15,000 만원이 예금자보호 되는 것이 맞을까요?


그리고 MG더뱅킹정기예금은 해당 지점 계좌가 있어야 가입가능한가요?
그리고 MG더뱅킹정기예금은 해당 지점 계좌가 있어야 가입가능한가요?







",['N1xoqJnIL7JU_vFuE0MKmw'],['핑키핑구'],['예. 개별법인이라 각각 예금자보호가 됩니다. mg더뱅킹 정기예금은 상상모바일통장을 일반 입출금계좌로 전환하면 어떤 지점이든 가입 가능하세요~'],['2025.02.28. 15:08']
아이 종자돈은 어찌하는게 좋을까요?,5378801,2025.02.26. 18:19,i5V2gPi8DGGzld39hp3HTg,월재연 vip,"안녕하세요!  재테크에 무지한  노산의 워킹맘 엄마인데  아이를 위해서 이제부터라도 여기서 공부하려고  맘먹었네요!!아이가 37개월이고 어린이집 다닙니다. 한명이구요~돌이나 명절에 받은 용돈과 제가 정부에서 나오는 지원금들을 조금 모아서 1300만원 정도   현금이 있는데  이걸어찌 재테크를 해줘야하나 고민이 많습니다.주위에  보니 유치원이나 초등학교때 부터 학원비가 많이 들어서 어릴때 모아야한다고 해서 계속 소량의20~30만원 적금을 매달 모으긴하는데1300 만원정도 되는 이돈은 아이의 미래를 위해 어디에 투자하거나  정기예금을 들어야할까요?똑똑한 고수님들 알려주세요!!또한 요즘 금값이 장난아니던데 아이 돌잔치때 선물받은게 한10돈 넘게 있는데이건 지금 팔아서 은행에 넣어주는게 현명한걸까요?지나치지 마시고 알려주세요^---^//
안녕하세요!  재테크에 무지한  노산의 워킹맘 엄마인데  아이를 위해서 이제부터라도 여기서 공부하려고  맘먹었네요!!아이가 37개월이고 어린이집 다닙니다. 한명이구요~돌이나 명절에 받은 용돈과 제가 정부에서 나오는 지원금들을 조금 모아서 1300만원 정도   현금이 있는데  이걸어찌 재테크를 해줘야하나 고민이 많습니다.주위에  보니 유치원이나 초등학교때 부터 학원비가 많이 들어서 어릴때 모아야한다고 해서 계속 소량의20~30만원 적금을 매달 모으긴하는데1300 만원정도 되는 이돈은 아이의 미래를 위해 어디에 투자하거나  정기예금을 들어야할까요?똑똑한 고수님들 알려주세요!!또한 요즘 금값이 장난아니던데 아이 돌잔치때 선물받은게 한10돈 넘게 있는데이건 지금 팔아서 은행에 넣어주는게 현명한걸까요?지나치지 마시고 알려주세요^---^//
안녕하세요!  재테크에 무지한  노산의 워킹맘 엄마인데  아이를 위해서 이제부터라도 여기서 공부하려고  맘먹었네요!!아이가 37개월이고 어린이집 다닙니다. 한명이구요~돌이나 명절에 받은 용돈과 제가 정부에서 나오는 지원금들을 조금 모아서 1300만원 정도   현금이 있는데  이걸어찌 재테크를 해줘야하나 고민이 많습니다.주위에  보니 유치원이나 초등학교때 부터 학원비가 많이 들어서 어릴때 모아야한다고 해서 계속 소량의20~30만원 적금을 매달 모으긴하는데1300 만원정도 되는 이돈은 아이의 미래를 위해 어디에 투자하거나  정기예금을 들어야할까요?똑똑한 고수님들 알려주세요!!또한 요즘 금값이 장난아니던데 아이 돌잔치때 선물받은게 한10돈 넘게 있는데이건 지금 팔아서 은행에 넣어주는게 현명한걸까요?지나치지 마시고 알려주세요^---^//
안녕하세요!  재테크에 무지한  노산의 워킹맘 엄마인데  아이를 위해서 이제부터라도 여기서 공부하려고  맘먹었네요!!아이가 37개월이고 어린이집 다닙니다. 한명이구요~돌이나 명절에 받은 용돈과 제가 정부에서 나오는 지원금들을 조금 모아서 1300만원 정도   현금이 있는데  이걸어찌 재테크를 해줘야하나 고민이 많습니다.주위에  보니 유치원이나 초등학교때 부터 학원비가 많이 들어서 어릴때 모아야한다고 해서 계속 소량의20~30만원 적금을 매달 모으긴하는데1300 만원정도 되는 이돈은 아이의 미래를 위해 어디에 투자하거나  정기예금을 들어야할까요?똑똑한 고수님들 알려주세요!!또한 요즘 금값이 장난아니던데 아이 돌잔치때 선물받은게 한10돈 넘게 있는데이건 지금 팔아서 은행에 넣어주는게 현명한걸까요?지나치지 마시고 알려주세요^---^//
안녕하세요!  재테크에 무지한  노산의 워킹맘 엄마인데  아이를 위해서 이제부터라도 여기서 공부하려고  맘먹었네요!!
안녕하세요!  재테크에 무지한  노산의 워킹맘 엄마인데  아이를 위해서 이제부터라도 여기서 공부하려고  맘먹었네요!!
아이가 37개월이고 어린이집 다닙니다. 한명이구요~
아이가 37개월이고 어린이집 다닙니다. 한명이구요~


돌이나 명절에 받은 용돈과 제가 정부에서 나오는 지원금들을 조금 모아서 1300만원 정도   현금이 있는데  이걸어찌 재테크를 해줘야하나 고민이 많습니다.
돌이나 명절에 받은 용돈과 제가 정부에서 나오는 지원금들을 조금 모아서 1300만원 정도   현금이 있는데  이걸어찌 재테크를 해줘야하나 고민이 많습니다.


주위에  보니 유치원이나 초등학교때 부터 학원비가 많이 들어서 어릴때 모아야한다고 해서 계속 소량의20~30만원 적금을 매달 모으긴하는데
주위에  보니 유치원이나 초등학교때 부터 학원비가 많이 들어서 어릴때 모아야한다고 해서 계속 소량의20~30만원 적금을 매달 모으긴하는데
1300 만원정도 되는 이돈은 아이의 미래를 위해 어디에 투자하거나  정기예금을 들어야할까요?
1300 만원정도 되는 이돈은 아이의 미래를 위해 어디에 투자하거나  정기예금을 들어야할까요?
똑똑한 고수님들 알려주세요!!
똑똑한 고수님들 알려주세요!!


또한 요즘 금값이 장난아니던데 아이 돌잔치때 선물받은게 한10돈 넘게 있는데
또한 요즘 금값이 장난아니던데 아이 돌잔치때 선물받은게 한10돈 넘게 있는데
이건 지금 팔아서 은행에 넣어주는게 현명한걸까요?
이건 지금 팔아서 은행에 넣어주는게 현명한걸까요?


지나치지 마시고 알려주세요^---^//
지나치지 마시고 알려주세요^---^//

","['0fEkNznQo1M-UKTLp2c_xw', '0fEkNznQo1M-UKTLp2c_xw', 'Hi6dGqRt1u2by4OQT1FkwA', 'zHT1fPvBGCCKGRPygqXszA', 'p1YYXDgP47Ow8vhglqYkVw', 'b4oDVVZD-Jps6DdmDmBCvA', 'G6GEESzSyJxWoYIPt6f8fg']","['쥬디서', '쥬디서', '미세스', '수아100', '관악소', '네티90', '월재연 vip']","['적금으로 돌려서 만기되면 예금으로 넣어서 굴리고 있어요 똥손이라 주식은 ㅜㅜ 제계좌주식이 너무 깊은골에 갇혀있어서리', '많이 모으셨다~~^^  고2되는 아들이 지금 1300만원인데 ㅎㅎ', '애들 세뱃돈이나 중간에 용돈 받은건 1년치 적금으로 들어주고, 1년지남 예금해주고, 조금 떼서 주식 조금 투자해놓구요...그돈은 성인되면 주려구요', '해외주식 사주고 그러던데.. 저는 간도 작고.. 귀찮고..^^;; 입출금 통장에 어느정도 모이면 예금하고 그러고 있어요', '반정도는 예적금, 반정도는 해외etf 사주고 있어요. 성인되면 주고싶네요.', '금은 그대로 냅두시고 아이한테 물려주시구요 !! (실물 금은 증여세 없음)  종자돈은 저같으면 아이이름으로 연저펀 가입해서 해외 ETF 주식 사놓을거같아요 ^^', '증여신고 하시고 미국주식 고고']","['2025.02.26. 18:20', '2025.02.26. 18:22', '2025.02.26. 18:23', '2025.02.26. 18:29', '2025.02.27. 07:32', '2025.02.27. 11:58', '2025.02.27. 19:42']"
청년주택드림 청약통장 금리 질문이요ㅠㅠㅠㅠㅠㅠ,5378776,2025.02.26. 17:56,NEfJxFrCrb-NIzJlNYTyGw,아는게힘,"작년2월에 일반 주택청약통장에서 청년주택드림통장이 새로 나와 금리도 좋아보이고 확인 후 바로 새로 만들어서매월 납입중인데 오늘 은행어플 확인하다가 금리에 대해 의문점이 생겨서 질문드립니다
작년2월에 일반 주택청약통장에서 청년주택드림통장이 새로 나와 금리도 좋아보이고 확인 후 바로 새로 만들어서매월 납입중인데 오늘 은행어플 확인하다가 금리에 대해 의문점이 생겨서 질문드립니다
작년2월에 일반 주택청약통장에서 청년주택드림통장이 새로 나와 금리도 좋아보이고 확인 후 바로 새로 만들어서매월 납입중인데 오늘 은행어플 확인하다가 금리에 대해 의문점이 생겨서 질문드립니다
작년2월에 일반 주택청약통장에서 청년주택드림통장이 새로 나와 금리도 좋아보이고 확인 후 바로 새로 만들어서매월 납입중인데 오늘 은행어플 확인하다가 금리에 대해 의문점이 생겨서 질문드립니다
작년2월에 일반 주택청약통장에서 청년주택드림통장이 새로 나와 금리도 좋아보이고 확인 후 바로 새로 만들어서
작년2월에 일반 주택청약통장에서 청년주택드림통장이 새로 나와 금리도 좋아보이고 확인 후 바로 새로 만들어서


매월 납입중인데 오늘 은행어플 확인하다가 금리에 대해 의문점이 생겨서 질문드립니다
매월 납입중인데 오늘 은행어플 확인하다가 금리에 대해 의문점이 생겨서 질문드립니다


위에가 제가 지금 kb국민은행을 통해 들고 있는 청년드림주택청약 금리고아래가 인터넷을 통해 알아본 금리인데 왜 서로 다를까요...작년2월말부터 들었으면 이제 1년이상이면 3.7~4.2프로야 되는거아닌가요..?
위에가 제가 지금 kb국민은행을 통해 들고 있는 청년드림주택청약 금리고아래가 인터넷을 통해 알아본 금리인데 왜 서로 다를까요...작년2월말부터 들었으면 이제 1년이상이면 3.7~4.2프로야 되는거아닌가요..?
위에가 제가 지금 kb국민은행을 통해 들고 있는 청년드림주택청약 금리고아래가 인터넷을 통해 알아본 금리인데 왜 서로 다를까요...작년2월말부터 들었으면 이제 1년이상이면 3.7~4.2프로야 되는거아닌가요..?
위에가 제가 지금 kb국민은행을 통해 들고 있는 청년드림주택청약 금리고아래가 인터넷을 통해 알아본 금리인데 왜 서로 다를까요...작년2월말부터 들었으면 이제 1년이상이면 3.7~4.2프로야 되는거아닌가요..?
위에가 제가 지금 kb국민은행을 통해 들고 있는 청년드림주택청약 금리고
위에가 제가 지금 kb국민은행을 통해 들고 있는 청년드림주택청약 금리고
아래가 인터넷을 통해 알아본 금리인데 왜 서로 다를까요...작년2월말부터 들었으면 이제 1년이상이면 3.7~4.2프로야 되는거아닌가요..?
아래가 인터넷을 통해 알아본 금리인데 왜 서로 다를까요...작년2월말부터 들었으면 이제 1년이상이면 3.7~4.2프로야 되는거아닌가요..?","['N1xoqJnIL7JU_vFuE0MKmw', 'NEfJxFrCrb-NIzJlNYTyGw']","['핑키핑구', '아는게힘']","['가입기간 2년 이상인 경우부터 청년 주택드림 청약통장 금리가 적용됩니다~', '감사합니다 궁금해서 저도 은행사에 전화해서 물어봤는데 같은 답변을 받았네요또한, 금리적용은 통장 해지시 조건에 맞으면 적용된다고 하더라구요~']","['2025.02.27. 08:08', '2025.02.27. 08:51']"
예금만기 후 카카오뱅크 예금,5378703,2025.02.26. 17:02,R4Ah8eSfAdZ_c1qDfEVcXw,쑥주세포,"오늘 예금이 만기되었는데, 금리가 너무 떨어져서요그나마 1금융권중엔 카카오뱅크가 제일 높은거 같은데카카오 뱅크 예금 괜찮을까요??
오늘 예금이 만기되었는데, 금리가 너무 떨어져서요그나마 1금융권중엔 카카오뱅크가 제일 높은거 같은데카카오 뱅크 예금 괜찮을까요??
오늘 예금이 만기되었는데, 금리가 너무 떨어져서요그나마 1금융권중엔 카카오뱅크가 제일 높은거 같은데카카오 뱅크 예금 괜찮을까요??
오늘 예금이 만기되었는데, 금리가 너무 떨어져서요그나마 1금융권중엔 카카오뱅크가 제일 높은거 같은데카카오 뱅크 예금 괜찮을까요??
오늘 예금이 만기되었는데, 금리가 너무 떨어져서요
오늘 예금이 만기되었는데, 금리가 너무 떨어져서요
그나마 1금융권중엔 카카오뱅크가 제일 높은거 같은데
그나마 1금융권중엔 카카오뱅크가 제일 높은거 같은데
카카오 뱅크 예금 괜찮을까요??
카카오 뱅크 예금 괜찮을까요??","['y-3r1EFmGSGz0ZkB4V-N3A', 'R4Ah8eSfAdZ_c1qDfEVcXw']","['부자 고고', '쑥주세포']","['네 1년 3.1%네요 ~', '네 감사해요~']","['2025.02.27. 11:58', '2025.02.27. 15:44']"
신용카드 추천해 주세요!,5378702,2025.02.26. 17:01,Jjq7UHKjoUZTje8dC5KliQ,인어빵빵,"안녕하세요!이제 막 결혼해서 신카를 새로 만들려는데너무 많아서 뭘 써야할지 모르겠어요ㅠ보통 공과금, 마트, 통신비, ott할인 위주로 혜택 받고 싶은데 (ott는 굳이 빼도 되긴 합니다!) 추천해 주실 만한 신카 있을까요?!답변 부탁드려요!!!
안녕하세요!이제 막 결혼해서 신카를 새로 만들려는데너무 많아서 뭘 써야할지 모르겠어요ㅠ보통 공과금, 마트, 통신비, ott할인 위주로 혜택 받고 싶은데 (ott는 굳이 빼도 되긴 합니다!) 추천해 주실 만한 신카 있을까요?!답변 부탁드려요!!!
안녕하세요!이제 막 결혼해서 신카를 새로 만들려는데너무 많아서 뭘 써야할지 모르겠어요ㅠ보통 공과금, 마트, 통신비, ott할인 위주로 혜택 받고 싶은데 (ott는 굳이 빼도 되긴 합니다!) 추천해 주실 만한 신카 있을까요?!답변 부탁드려요!!!
안녕하세요!이제 막 결혼해서 신카를 새로 만들려는데너무 많아서 뭘 써야할지 모르겠어요ㅠ보통 공과금, 마트, 통신비, ott할인 위주로 혜택 받고 싶은데 (ott는 굳이 빼도 되긴 합니다!) 추천해 주실 만한 신카 있을까요?!답변 부탁드려요!!!
안녕하세요!
안녕하세요!
이제 막 결혼해서 신카를 새로 만들려는데
이제 막 결혼해서 신카를 새로 만들려는데
너무 많아서 뭘 써야할지 모르겠어요ㅠ
너무 많아서 뭘 써야할지 모르겠어요ㅠ


보통 공과금, 마트, 통신비, ott할인 위주로 혜택 받고 싶은데 (ott는 굳이 빼도 되긴 합니다!) 추천해 주실 만한 신카 있을까요?!
보통 공과금, 마트, 통신비, ott할인 위주로 혜택 받고 싶은데 (ott는 굳이 빼도 되긴 합니다!) 추천해 주실 만한 신카 있을까요?!


답변 부탁드려요!!!
답변 부탁드려요!!!",['4ZiZxN76sfsP3QqqxfZsbQ'],['인어빵빵'],"['저도 얼마전에 신용카드를 그런 조건으로 알아보고 바꿨는데 흠......자세히 따져보니 10프로도 보니 그냥 얼마안에서의 10프로해놓고 최대할인금액 10000원 이런식이더라구요,그냥 이번기회에 한번 신용카드 끊어볼까하고 끊고 그냥 바로바로 돈 나가는 거 보니 확실히 제가 엄청 줄어요.신용카드 쓰면 이게 수시로 내가 얼만큼 쓰는지 적어도 그냥 그렇게 안와닿는데 제가 확실히 느끼는게 배달어플 지우고 신용카드 없애고 저의 소비를보니 엄청 놀랬어요안그래도 조만간 부모님은 신용카드를 쓰셔야해서 여지껏 혜택도 없는것만 계속 쓰셔서 바꿔달라는데 신용카드 쓰지말라는 말은 못하겠고.....은근히 체크카드로 연결해도 할인되는것도 많도 쿠팡혜택이 좋겠지해서 쿠팡카드도 있었는데 와...이번에 네이버 서치하는거 해보니 쿠팡이 싼게 전혀아니었다는걸 알고 배신감올리는 가격값이 너무 달라 오히려 스토어팜 검색하고 같은 물건보고 깜놀,,,,배송비를 한다하더라고 확실히 싸고 네이버페이로 결제하니 포인트까지 ㅡ.ㅡ한번 체크카드나 각 비용 줄이는 방법등을 한번 찾아보세요~저도 부모님 카드 고르다가 보니깐 이게 자세히 보면 뭔가 조건이 붙더라구요']",['2025.02.26. 19:52']
연금저축펀드 vs 해외직투 차이 아시는 분ㅠㅠ,5378677,2025.02.26. 16:51,RZpouNFJQKql1aRgjkdNvw,빨강머리앤느,"최근 연금저축펀드 이중과세 논란도 있고세금부분이 헷갈려 문의드려요.1. 연저펀이나 해외직투나 똑같이 배당소득세 15.4% 떼가는거죠?2. 연저펀은 중도해지해도 별도의 양도소득세는 없고, 기타소득세 16.5%만 떼는거지만....해외직투는 주식 양도차익의 비과세(연 250만원) 초과분부터 양도소득세 22% 떼가죠?
최근 연금저축펀드 이중과세 논란도 있고세금부분이 헷갈려 문의드려요.1. 연저펀이나 해외직투나 똑같이 배당소득세 15.4% 떼가는거죠?2. 연저펀은 중도해지해도 별도의 양도소득세는 없고, 기타소득세 16.5%만 떼는거지만....해외직투는 주식 양도차익의 비과세(연 250만원) 초과분부터 양도소득세 22% 떼가죠?
최근 연금저축펀드 이중과세 논란도 있고세금부분이 헷갈려 문의드려요.1. 연저펀이나 해외직투나 똑같이 배당소득세 15.4% 떼가는거죠?2. 연저펀은 중도해지해도 별도의 양도소득세는 없고, 기타소득세 16.5%만 떼는거지만....해외직투는 주식 양도차익의 비과세(연 250만원) 초과분부터 양도소득세 22% 떼가죠?
최근 연금저축펀드 이중과세 논란도 있고세금부분이 헷갈려 문의드려요.1. 연저펀이나 해외직투나 똑같이 배당소득세 15.4% 떼가는거죠?2. 연저펀은 중도해지해도 별도의 양도소득세는 없고, 기타소득세 16.5%만 떼는거지만....해외직투는 주식 양도차익의 비과세(연 250만원) 초과분부터 양도소득세 22% 떼가죠?
최근 연금저축펀드 이중과세 논란도 있고
최근 연금저축펀드 이중과세 논란도 있고
세금부분이 헷갈려 문의드려요.
세금부분이 헷갈려 문의드려요.


1. 연저펀이나 해외직투나 똑같이 배당소득세 15.4% 떼가는거죠?
1. 연저펀이나 해외직투나 똑같이 배당소득세 15.4% 떼가는거죠?
2. 연저펀은 중도해지해도 별도의 양도소득세는 없고, 기타소득세 16.5%만 떼는거지만....
2. 연저펀은 중도해지해도 별도의 양도소득세는 없고, 기타소득세 16.5%만 떼는거지만....
해외직투는 주식 양도차익의 비과세(연 250만원) 초과분부터 양도소득세 22% 떼가죠?
해외직투는 주식 양도차익의 비과세(연 250만원) 초과분부터 양도소득세 22% 떼가죠?","['9ciMT4YP_8PqcSnPupe7ow', 'RZpouNFJQKql1aRgjkdNvw', 'wgvY51uHHnb9SaWTyuDQ1Q', 'RZpouNFJQKql1aRgjkdNvw', 'NtYI-7kiR7FZsH25x4pnJQ', 'RZpouNFJQKql1aRgjkdNvw']","['코다아빠', '빨강머리앤느', '하루하루 감사하며', '빨강머리앤느', '비재이', '빨강머리앤느']","['네 맞아요 250 맞추고 연저펀으로 넘기셔도 됩니다', '답변 감사합니다^^', '해외직투는 제 나름대로 계산하면250만~1000만원 사이에 실현수익이라면 양도세 때문에 수익률이 안좋은 구간입니다.', '그렇군요. 감사합니다 참고하겠습니다!^^', '해외투자시 환차익도 포함되서 계산 됩니다. 단순 250만 확인하면 문제큽니다.', '아 그렇겟네요...댓글 감사합니다!']","['2025.02.26. 16:53', '2025.02.26. 17:40', '2025.02.26. 17:29', '2025.02.26. 17:40', '2025.02.27. 09:44', '2025.02.27. 09:47']"
오천만원 예금해야할가요?,5378668,2025.02.26. 16:49,VAQVStv9vTCch2YvKaxZRg,내자신을믿자,"모해야할가요ㅠㅠ 투자는하고싶은데못해서예금이 나을지 적금이 나을지 어떻게 해야조금이라도 이익 일가요?
모해야할가요ㅠㅠ 투자는하고싶은데못해서예금이 나을지 적금이 나을지 어떻게 해야조금이라도 이익 일가요?
모해야할가요ㅠㅠ 투자는하고싶은데못해서예금이 나을지 적금이 나을지 어떻게 해야조금이라도 이익 일가요?
모해야할가요ㅠㅠ 투자는하고싶은데못해서예금이 나을지 적금이 나을지 어떻게 해야조금이라도 이익 일가요?
모해야할가요ㅠㅠ 투자는
모해야할가요ㅠㅠ 투자는
하고싶은데
하고싶은데
못해서
못해서
예금이 나을지 적금이 나을지 어떻게 해야
예금이 나을지 적금이 나을지 어떻게 해야
조금이라도 이익 일가요?
조금이라도 이익 일가요?","['WNLsQ7cqt2IZhd53uA5I3Q', 'VAQVStv9vTCch2YvKaxZRg', 'LDFWXPMg3kej6-EUQ1sOCg', 'VAQVStv9vTCch2YvKaxZRg']","['후앙구름', '내자신을믿자', '오카이박', '내자신을믿자']","['투자를 못 하시면 예금 하는게 낫습니다.', '투자 잘 하시는분들이 부럽네요ㅠㅠ예적금은 너무 느려서..😭감사합니다!! ㅎㅎ', '예금 하실곳 정하셨나요?', '아직이요!']","['2025.02.26. 17:09', '2025.02.26. 17:09', '2025.02.27. 08:09', '2025.02.27. 09:53']"
적금관련하여 문의합니다,5378647,2025.02.26. 16:38,zbOFTNGX3Dwy5IpUn3VwUA,띠욘이네,"이번에 적금들려고 하는데1년이상,  월30이상  금리 괜찮은거 있으면 츄천 가능할까요…
이번에 적금들려고 하는데1년이상,  월30이상  금리 괜찮은거 있으면 츄천 가능할까요…
이번에 적금들려고 하는데1년이상,  월30이상  금리 괜찮은거 있으면 츄천 가능할까요…
이번에 적금들려고 하는데1년이상,  월30이상  금리 괜찮은거 있으면 츄천 가능할까요…
이번에 적금들려고 하는데
이번에 적금들려고 하는데
1년이상,  월30이상  금리 괜찮은거 있으면 츄천 가능할까요…
1년이상,  월30이상  금리 괜찮은거 있으면 츄천 가능할까요…",['8CCKILhKKrjqRjGTvIS8Gw'],['띠욘이네'],['우리은행에 첨 넣으면 우대금리줘서 4.5프로 있어요'],['2025.02.26. 18:43']
적금 예금말고 파킹통장 같은거 추천해주실수있나요,5378606,2025.02.26. 16:15,xXLl95WSaMNVV4lkwlwJog,붉은용,"7월에 집 계약만기라서 어찌될지몰라서 적금하고 예금은 안될거같고잠시 보관용도로 어디에 두는게 좋을까요
7월에 집 계약만기라서 어찌될지몰라서 적금하고 예금은 안될거같고잠시 보관용도로 어디에 두는게 좋을까요
7월에 집 계약만기라서 어찌될지몰라서 적금하고 예금은 안될거같고잠시 보관용도로 어디에 두는게 좋을까요
7월에 집 계약만기라서 어찌될지몰라서 적금하고 예금은 안될거같고잠시 보관용도로 어디에 두는게 좋을까요
7월에 집 계약만기라서 어찌될지몰라서 적금하고 예금은 안될거같고
7월에 집 계약만기라서 어찌될지몰라서 적금하고 예금은 안될거같고


잠시 보관용도로 어디에 두는게 좋을까요
잠시 보관용도로 어디에 두는게 좋을까요","['phaR05S8jUJngHZUoeTRkg', 'BJYq2kh8nDURUrTh7DoPmA', 'BJYq2kh8nDURUrTh7DoPmA', '8n2Pcz2ahb3ovBC24ANNCQ', 'DVHYFYhInbWCSHQNEGI4_w']","['별맞이꽃', '버럭순딩', '버럭순딩', '뽕피리', '붉은용']","['전 잠시 묶어두는 돈은 카뱅 세이프박스에 넣어두고 있어요. 연 2%라고 되어 있네요~', '저도 알아보는중인데 이자율이 한달전보다 다 떨어졌네요 \n토스 모으기 통장도 2% 예요\n에큐온이 3.2가 있네요\n국민+모니모에서  200까지 4%짜리도 곧 나온다고 예약 이벤트중이네요', '국민 \n우대금리는 다음과 같이 적용됩니다. 최초 가입일로부터 1년 이내: 연 3.5%p 최초 가입 후 1년 초과 3년 이내 : 연 1.5%p 자동이체 등록: 최대 연 0.3% 추가 (삼성카드, 삼성생명, 삼성화재 각 0.1%p) 모니모&KB 마케팅 동의: 연 0.1%p 이러한 우대금리를 모두 적용할 경우, 최 대 연 4% 금리 혜택을 받을 수 있으며, 적용한도는 200만 원까지입니다', 'sbi  2.5 네요', '보통 생활통장하고 세이브 통장 있는데,생활통장은 이자기 0.1%정도로 매우낮죠..그런데 토스는 생활통장 1.5%, 세이브(모으기통장) 2.0%라서생활통장으로 자주자주 입금되는 분들은 토스도 많이 쓰시는것 같아요']","['2025.02.26. 16:35', '2025.02.26. 18:08', '2025.02.26. 18:07', '2025.02.26. 22:03', '2025.02.27. 11:48']"
